jockey_id,place_count,total_count,jockey_show_rate,jockey_win_rate,jockey_race_count,jockey_lcb95
733,3939,17450,0.22575471157701782,0.07415472779369628,17450,0.2205680095432949
734,1119,6982,0.16039490628129918,0.04726439415640218,6982,0.15323076619152845
801,0,7,0.14285714285714285,0.0,7,0.02805337732017585
804,0,7,0.14285714285714285,0.0,7,0.02805337732017585
810,0,1,0.25,0.0,1,0.05337550047023718
813,0,1,0.25,0.0,1,0.05337550047023718
815,215,1389,0.15544412607449856,0.05255579553635709,1389,0.13978370675315552
817,9,100,0.102803738317757,0.03,100,0.0592940482372139
819,4,12,0.3157894736842105,0.08333333333333333,12,0.15634363948365287
823,0,4,0.18181818181818182,0.0,4,0.03677143788746509
824,1,5,0.25,0.0,5,0.07882004566602895
826,1,6,0.23076923076923078,0.0,6,0.07187025554226983
830,5,15,0.3181818181818182,0.13333333333333333,15,0.1681758233914966
836,258,2154,0.12031466913465988,0.031569173630454965,2154,0.10900893902618637
837,14,122,0.12403100775193798,0.040983606557377046,122,0.08000135682043379
838,0,10,0.11764705882352941,0.0,10,0.022678782722445716
839,0,22,0.06896551724137931,0.0,22,0.012841461997051407
843,3,26,0.15151515151515152,0.0,26,0.06365273175135745
847,0,3,0.2,0.0,3,0.041023167506996534
848,0,4,0.18181818181818182,0.0,4,0.03677143788746509
853,0,6,0.15384615384615385,0.0,6,0.030460165659137187
854,0,1,0.25,0.0,1,0.05337550047023718
855,1,2,0.3333333333333333,0.0,2,0.1111127066076292
856,0,4,0.18181818181818182,0.0,4,0.03677143788746509
863,210,1055,0.19962335216572505,0.06729857819905213,1055,0.17978309261790648
864,1,4,0.2727272727272727,0.0,4,0.08726443391415033
865,1,10,0.17647058823529413,0.0,10,0.05314598448266387
867,9,47,0.2037037037037037,0.0425531914893617,47,0.1209785268883192
872,0,3,0.2,0.0,3,0.041023167506996534
874,0,18,0.08,0.0,18,0.015011778763587415
875,42,91,0.4489795918367347,0.2087912087912088,91,0.3672958237367558
877,263,962,0.27347781217750256,0.08835758835758836,962,0.2502038567269272
878,3,22,0.1724137931034483,0.0,22,0.07311377147684749
879,2,12,0.21052631578947367,0.08333333333333333,12,0.07969540880247418
880,1,8,0.2,0.0,8,0.06110292885897761
881,45,183,0.24736842105263157,0.060109289617486336,183,0.19755490017904384
882,26,136,0.1958041958041958,0.051470588235294115,136,0.14391704542862863
