win_prob_min,min_ev,min_odds,max_odds,tune_n_main,tune_main_hits,tune_main_roi,tune_final,valid_n_main,valid_main_hits,valid_main_roi,valid_final
0.12,1.0,5.0,20.0,78,7,-0.3141025641025641,805500.0,38,1,-0.8105263157894737,871200.0
0.15,1.1,5.0,50.0,60,5,-0.4116666666666667,805300.0,32,1,-0.775,877200.0
0.15,1.4,3.0,30.0,56,5,-0.44285714285714284,805200.0,30,2,-0.6133333333333333,883600.0
0.1,1.5,7.0,20.0,34,1,-0.7294117647058823,805200.0,21,1,-0.6571428571428571,888200.0
0.15,1.4,5.0,30.0,52,4,-0.47692307692307695,805200.0,27,1,-0.7333333333333333,882200.0
0.1,1.4,3.0,15.0,56,5,-0.44285714285714284,805200.0,27,2,-0.5703703703703704,886600.0
0.12,1.4,5.0,15.0,52,4,-0.47692307692307695,805200.0,24,1,-0.7,885200.0
0.15,1.5,3.0,50.0,52,4,-0.47692307692307695,805200.0,26,2,-0.5538461538461539,887600.0
0.1,1.4,5.0,15.0,52,4,-0.47692307692307695,805200.0,24,1,-0.7,885200.0
0.12,1.4,3.0,15.0,56,5,-0.44285714285714284,805200.0,27,2,-0.5703703703703704,886600.0
0.12,1.5,7.0,20.0,34,1,-0.7294117647058823,805200.0,21,1,-0.6571428571428571,888200.0
0.1,1.2,5.0,50.0,71,6,-0.35352112676056335,804900.0,38,1,-0.8105263157894737,871200.0
0.12,1.2,5.0,50.0,71,6,-0.35352112676056335,804900.0,38,1,-0.8105263157894737,871200.0
0.12,1.1,3.0,15.0,88,10,-0.28863636363636364,804600.0,43,4,-0.5511627906976744,878300.0
0.1,1.1,3.0,15.0,88,10,-0.28863636363636364,804600.0,43,4,-0.5511627906976744,878300.0
0.1,1.2,3.0,50.0,84,9,-0.30357142857142855,804500.0,48,3,-0.6625,870200.0
0.12,1.2,3.0,50.0,84,9,-0.30357142857142855,804500.0,48,3,-0.6625,870200.0
0.15,1.4,3.0,50.0,57,5,-0.45263157894736844,804200.0,32,2,-0.6375,881600.0
0.12,1.4,7.0,20.0,35,1,-0.7371428571428571,804200.0,21,1,-0.6571428571428571,888200.0
0.15,1.3,5.0,30.0,53,4,-0.4867924528301887,804200.0,27,1,-0.7333333333333333,882200.0
0.1,1.5,5.0,20.0,53,4,-0.4867924528301887,804200.0,25,1,-0.712,884200.0
0.12,1.5,5.0,20.0,53,4,-0.4867924528301887,804200.0,25,1,-0.712,884200.0
0.15,1.4,5.0,50.0,53,4,-0.4867924528301887,804200.0,29,1,-0.7517241379310344,880200.0
0.1,1.4,7.0,20.0,35,1,-0.7371428571428571,804200.0,21,1,-0.6571428571428571,888200.0
0.12,1.75,10.0,50.0,26,0,-1.0,804000.0,20,0,-1.0,882000.0
0.12,1.5,10.0,30.0,26,0,-1.0,804000.0,18,0,-1.0,884000.0
0.1,1.5,10.0,30.0,26,0,-1.0,804000.0,18,0,-1.0,884000.0
0.1,1.75,10.0,50.0,26,0,-1.0,804000.0,20,0,-1.0,882000.0
0.1,1.75,5.0,50.0,48,3,-0.5520833333333334,803500.0,28,1,-0.7428571428571429,881200.0
0.12,1.75,3.0,50.0,48,3,-0.5520833333333334,803500.0,28,1,-0.7428571428571429,881200.0
0.12,1.75,5.0,50.0,48,3,-0.5520833333333334,803500.0,28,1,-0.7428571428571429,881200.0
0.1,1.75,3.0,50.0,48,3,-0.5520833333333334,803500.0,28,1,-0.7428571428571429,881200.0
0.12,1.3,3.0,50.0,77,8,-0.34545454545454546,803400.0,43,2,-0.7302325581395349,870600.0
0.1,1.3,3.0,50.0,77,8,-0.34545454545454546,803400.0,43,2,-0.7302325581395349,870600.0
0.15,1.0,5.0,30.0,62,5,-0.4306451612903226,803300.0,30,1,-0.76,879200.0
0.1,1.75,7.0,50.0,36,1,-0.7444444444444445,803200.0,26,1,-0.7230769230769231,883200.0
0.15,1.3,5.0,50.0,54,4,-0.4962962962962963,803200.0,29,1,-0.7517241379310344,880200.0
0.12,1.75,7.0,50.0,36,1,-0.7444444444444445,803200.0,26,1,-0.7230769230769231,883200.0
0.1,1.4,10.0,30.0,27,0,-1.0,803000.0,18,0,-1.0,884000.0
0.15,1.1,3.0,20.0,79,9,-0.34177215189873417,803000.0,42,4,-0.5404761904761904,879300.0
0.12,1.4,10.0,30.0,27,0,-1.0,803000.0,18,0,-1.0,884000.0
0.15,1.0,3.0,20.0,91,12,-0.2978021978021978,802900.0,51,5,-0.5627450980392157,873300.0
0.12,1.3,7.0,50.0,47,2,-0.5787234042553191,802800.0,27,1,-0.7333333333333333,882200.0
0.1,1.3,7.0,50.0,47,2,-0.5787234042553191,802800.0,27,1,-0.7333333333333333,882200.0
0.15,1.0,5.0,50.0,63,5,-0.4396825396825397,802300.0,32,1,-0.775,877200.0
0.12,1.5,3.0,20.0,55,4,-0.5054545454545455,802200.0,27,2,-0.5703703703703704,886600.0
0.1,1.5,3.0,20.0,55,4,-0.5054545454545455,802200.0,27,2,-0.5703703703703704,886600.0
0.12,1.0,3.0,20.0,110,14,-0.25363636363636366,802100.0,61,5,-0.6344262295081967,863300.0
0.1,1.0,3.0,20.0,110,14,-0.25363636363636366,802100.0,61,5,-0.6344262295081967,863300.0
0.12,1.1,5.0,30.0,74,6,-0.37972972972972974,801900.0,39,1,-0.8153846153846154,870200.0
0.1,1.1,5.0,30.0,74,6,-0.37972972972972974,801900.0,39,1,-0.8153846153846154,870200.0
0.1,1.3,5.0,30.0,66,5,-0.42727272727272725,801800.0,34,1,-0.788235294117647,875200.0
0.12,1.3,5.0,30.0,66,5,-0.42727272727272725,801800.0,34,1,-0.788235294117647,875200.0
0.1,1.0,5.0,30.0,82,7,-0.3475609756097561,801500.0,42,1,-0.8285714285714286,867200.0
0.12,1.0,5.0,30.0,82,7,-0.3475609756097561,801500.0,42,1,-0.8285714285714286,867200.0
0.1,1.5,7.0,30.0,38,1,-0.7578947368421053,801200.0,25,1,-0.712,884200.0
0.12,1.5,7.0,30.0,38,1,-0.7578947368421053,801200.0,25,1,-0.712,884200.0
0.12,1.5,10.0,50.0,29,0,-1.0,801000.0,20,0,-1.0,882000.0
0.1,1.5,10.0,50.0,29,0,-1.0,801000.0,20,0,-1.0,882000.0
0.1,1.4,3.0,20.0,61,5,-0.4885245901639344,800200.0,33,2,-0.6484848484848484,880600.0
0.1,1.5,5.0,30.0,57,4,-0.5228070175438596,800200.0,29,1,-0.7517241379310344,880200.0
0.12,1.4,5.0,20.0,57,4,-0.5228070175438596,800200.0,30,1,-0.76,879200.0
0.12,1.4,3.0,20.0,61,5,-0.4885245901639344,800200.0,33,2,-0.6484848484848484,880600.0
0.1,1.4,5.0,20.0,57,4,-0.5228070175438596,800200.0,30,1,-0.76,879200.0
0.1,1.4,7.0,30.0,39,1,-0.764102564102564,800200.0,25,1,-0.712,884200.0
0.12,1.4,7.0,30.0,39,1,-0.764102564102564,800200.0,25,1,-0.712,884200.0
0.12,1.5,5.0,30.0,57,4,-0.5228070175438596,800200.0,29,1,-0.7517241379310344,880200.0
0.12,1.4,10.0,50.0,30,0,-1.0,800000.0,20,0,-1.0,882000.0
0.1,1.4,10.0,50.0,30,0,-1.0,800000.0,20,0,-1.0,882000.0
0.15,1.1,3.0,30.0,82,9,-0.36585365853658536,800000.0,44,4,-0.5613636363636364,877300.0
0.15,1.0,3.0,30.0,94,12,-0.3202127659574468,799900.0,53,5,-0.5792452830188679,871300.0
0.1,1.1,3.0,20.0,93,10,-0.32688172043010755,799600.0,49,4,-0.6061224489795919,872300.0
0.12,1.1,3.0,20.0,93,10,-0.32688172043010755,799600.0,49,4,-0.6061224489795919,872300.0
0.15,1.1,3.0,50.0,83,9,-0.37349397590361444,799000.0,46,4,-0.5804347826086956,875300.0
0.15,1.0,3.0,50.0,95,12,-0.3273684210526316,798900.0,55,5,-0.5945454545454546,869300.0
0.1,1.1,5.0,50.0,77,6,-0.4038961038961039,798900.0,41,1,-0.824390243902439,868200.0
0.12,1.1,5.0,50.0,77,6,-0.4038961038961039,798900.0,41,1,-0.824390243902439,868200.0
0.12,1.3,5.0,50.0,69,5,-0.45217391304347826,798800.0,36,1,-0.8,873200.0
0.1,1.3,5.0,50.0,69,5,-0.45217391304347826,798800.0,36,1,-0.8,873200.0
0.12,1.0,5.0,50.0,85,7,-0.37058823529411766,798500.0,44,1,-0.8363636363636363,865200.0
0.1,1.0,5.0,50.0,85,7,-0.37058823529411766,798500.0,44,1,-0.8363636363636363,865200.0
0.12,1.5,7.0,50.0,41,1,-0.775609756097561,798200.0,27,1,-0.7333333333333333,882200.0
0.1,1.5,3.0,30.0,59,4,-0.5389830508474577,798200.0,31,2,-0.6258064516129033,882600.0
0.1,1.5,7.0,50.0,41,1,-0.775609756097561,798200.0,27,1,-0.7333333333333333,882200.0
0.12,1.5,3.0,30.0,59,4,-0.5389830508474577,798200.0,31,2,-0.6258064516129033,882600.0
0.1,1.0,3.0,30.0,114,14,-0.27982456140350875,798100.0,65,5,-0.6569230769230769,859300.0
0.12,1.0,3.0,30.0,114,14,-0.27982456140350875,798100.0,65,5,-0.6569230769230769,859300.0
0.12,1.4,7.0,50.0,42,1,-0.780952380952381,797200.0,27,1,-0.7333333333333333,882200.0
0.1,1.5,5.0,50.0,60,4,-0.5466666666666666,797200.0,31,1,-0.7677419354838709,878200.0
0.12,1.5,5.0,50.0,60,4,-0.5466666666666666,797200.0,31,1,-0.7677419354838709,878200.0
0.1,1.4,7.0,50.0,42,1,-0.780952380952381,797200.0,27,1,-0.7333333333333333,882200.0
0.1,1.4,3.0,30.0,65,5,-0.52,796200.0,37,2,-0.6864864864864865,876600.0
0.12,1.4,5.0,30.0,61,4,-0.5540983606557377,796200.0,34,1,-0.788235294117647,875200.0
0.12,1.4,3.0,30.0,65,5,-0.52,796200.0,37,2,-0.6864864864864865,876600.0
0.1,1.4,5.0,30.0,61,4,-0.5540983606557377,796200.0,34,1,-0.788235294117647,875200.0
0.1,1.1,3.0,30.0,97,10,-0.354639175257732,795600.0,53,4,-0.6358490566037736,868300.0
0.12,1.1,3.0,30.0,97,10,-0.354639175257732,795600.0,53,4,-0.6358490566037736,868300.0
0.12,1.5,3.0,50.0,62,4,-0.5612903225806452,795200.0,33,2,-0.6484848484848484,880600.0
0.1,1.5,3.0,50.0,62,4,-0.5612903225806452,795200.0,33,2,-0.6484848484848484,880600.0
0.12,1.0,3.0,50.0,117,14,-0.2982905982905983,795100.0,67,5,-0.6671641791044776,857300.0
0.1,1.0,3.0,50.0,117,14,-0.2982905982905983,795100.0,67,5,-0.6671641791044776,857300.0
0.1,1.4,5.0,50.0,64,4,-0.575,793200.0,36,1,-0.8,873200.0
0.12,1.4,3.0,50.0,68,5,-0.5411764705882353,793200.0,39,2,-0.7025641025641025,874600.0
0.1,1.4,3.0,50.0,68,5,-0.5411764705882353,793200.0,39,2,-0.7025641025641025,874600.0
0.12,1.4,5.0,50.0,64,4,-0.575,793200.0,36,1,-0.8,873200.0
0.1,1.1,3.0,50.0,100,10,-0.374,792600.0,55,4,-0.649090909090909,866300.0
0.12,1.1,3.0,50.0,100,10,-0.374,792600.0,55,4,-0.649090909090909,866300.0
